type,group,id,name,dnaScore,grade,effectiveGrade,flashMode,metricTension,livingScore,pinFlashScore,simFlashScore,angleSpreadScore,detail,mRange,rRange,ccRange,darkGlossPct,darkVoidPct,firstRepair,topWeakness
base,Bases,acid_etch,Acid Etch,27,D,Hard Rework,mixed,true,16,13,19,92,2,80,179,0,0,0,widen-spec-channel-spectrum,Living score is 16; the finish is not changing enough across light angles.
base,Bases,acid_rain,Acid Rain,35,D,Hard Rework,mixed,true,20,4,28,77,29,64,122,52,0,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
base,Bases,alubeam,Alubeam,29,D,Hard Rework,mixed,true,30,4,29,95,6,50,26,19,0,0,widen-spec-channel-spectrum,Living score is 30; the finish is not changing enough across light angles.
base,Bases,ambulance_white,Ambulance White,32,D,Hard Rework,mixed,true,6,4,90,91,0,13,10,5,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,anime_cel_shade_chrome,Anime Cel Shade Chrome,35,D,Hard Rework,mixed,true,40,4,29,96,1,220,97,49,100,0,widen-spec-channel-spectrum,Living score is 40; the finish is not changing enough across light angles.
base,Bases,anime_comic_halftone,Anime Comic Halftone,44,D,Hard Rework,mixed,true,43,4,27,64,56,186,105,48,0,0,widen-spec-channel-spectrum,Living score is 43; the finish is not changing enough across light angles.
base,Bases,anime_crystal_facet,Anime Crystal Facet,31,D,Hard Rework,mixed,true,29,6,28,93,2,160,54,38,0,0,widen-spec-channel-spectrum,Living score is 29; the finish is not changing enough across light angles.
base,Bases,anime_energy_aura,Anime Energy Aura,32,D,Hard Rework,mixed,true,22,21,26,63,6,232,153,30,100,0,rebalance-practical-sim-lighting,Living score is 22; the finish is not changing enough across light angles.
base,Bases,anime_gradient_hair,Anime Gradient Hair,33,D,Hard Rework,mixed,false,21,36,16,93,5,168,97,30,100,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
base,Bases,anime_mecha_plate,Anime Mecha Plate,35,D,Hard Rework,mixed,true,35,4,15,94,11,177,154,64,100,0,widen-spec-channel-spectrum,Living score is 35; the finish is not changing enough across light angles.
base,Bases,anime_neon_outline,Anime Neon Outline,48,D,Hard Rework,heroBand,false,41,35,13,91,25,238,186,42,100,0,rebalance-practical-sim-lighting,Living score is 41; the finish is not changing enough across light angles.
base,Bases,anime_sakura_scatter,Anime Sakura Scatter,27,D,Hard Rework,mixed,true,14,5,35,91,2,138,55,37,0,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
base,Bases,anime_sparkle_burst,Anime Sparkle Burst,37,D,Hard Rework,pinfield,false,22,60,13,77,2,235,160,34,100,0,rebalance-practical-sim-lighting,Living score is 22; the finish is not changing enough across light angles.
base,Bases,anime_speed_lines,Anime Speed Lines,38,D,Hard Rework,mixed,false,24,62,13,63,8,232,146,28,100,0,rebalance-practical-sim-lighting,Living score is 24; the finish is not changing enough across light angles.
base,Bases,anodized,Anodized,23,D,Hard Rework,mixed,true,13,5,16,93,3,91,53,33,0,0,widen-spec-channel-spectrum,Living score is 13; the finish is not changing enough across light angles.
base,Bases,anodized_exotic,Anodized Exotic,29,D,Hard Rework,mixed,false,15,37,16,92,4,94,51,34,100,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
base,Bases,antique_chrome,Antique Chrome,34,D,Hard Rework,mixed,true,30,5,28,94,11,102,68,80,0,0,widen-spec-channel-spectrum,Living score is 30; the finish is not changing enough across light angles.
base,Bases,aramid,Aramid,24,D,Hard Rework,mixed,true,11,4,16,91,13,23,49,21,0,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
base,Bases,arctic_ice,Arctic Ice,39,D,Hard Rework,mixed,true,19,4,76,91,2,148,125,89,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
base,Bases,armor_plate,Armor Plate,23,D,Hard Rework,mixed,true,22,4,15,93,2,93,27,3,0,0,widen-spec-channel-spectrum,Living score is 22; the finish is not changing enough across light angles.
base,Bases,asphalt_grind,Asphalt Grind,37,D,Hard Rework,mixed,true,18,28,29,91,17,78,120,31,0,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
base,Bases,barn_find,Barn Find,33,D,Hard Rework,mixed,true,17,27,26,92,9,83,105,34,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
base,Bases,battle_patina,Battle Patina,18,D,Hard Rework,mixed,true,6,4,18,92,0,31,0,0,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,battleship_gray,Battleship Gray,34,D,Hard Rework,mixed,true,11,4,76,92,5,72,43,17,0,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
base,Bases,beetle_jewel,Beetle Jewel,29,D,Hard Rework,mixed,true,26,5,28,93,3,166,25,18,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
base,Bases,beetle_rainbow,Beetle Rainbow,30,D,Hard Rework,mixed,true,32,5,28,92,2,126,30,21,0,0,widen-spec-channel-spectrum,Living score is 32; the finish is not changing enough across light angles.
base,Bases,beetle_stag,Beetle Stag,35,D,Hard Rework,mixed,true,35,4,15,92,9,197,159,67,100,0,rebalance-practical-sim-lighting,Living score is 35; the finish is not changing enough across light angles.
base,Bases,bentley_silver,Bentley Silver,26,D,Hard Rework,mixed,true,25,6,16,94,4,79,25,30,0,0,widen-spec-channel-spectrum,Living score is 25; the finish is not changing enough across light angles.
base,Bases,bioluminescent,Bioluminescent,28,D,Hard Rework,mixed,true,31,4,15,93,10,81,10,13,0,0,widen-spec-channel-spectrum,Living score is 31; the finish is not changing enough across light angles.
base,Bases,black_chrome,Black Chrome,30,D,Hard Rework,mixed,true,34,5,15,93,10,58,40,79,100,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
base,Bases,blackout,Blackout,39,D,Hard Rework,mixed,true,10,24,90,91,4,78,16,23,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
base,Bases,blue_chrome,Blue Chrome,26,D,Hard Rework,mixed,true,30,4,15,94,4,72,13,18,0,0,widen-spec-channel-spectrum,Living score is 30; the finish is not changing enough across light angles.
base,Bases,blue_ice_flake,Blue Ice Flake,26,D,Hard Rework,heroBand,true,13,4,31,93,6,97,20,20,0,0,widen-spec-channel-spectrum,Living score is 13; the finish is not changing enough across light angles.
base,Bases,bronze_flake,Bronze Flake,24,D,Hard Rework,heroBand,true,22,4,16,93,3,83,15,12,0,0,widen-spec-channel-spectrum,Living score is 22; the finish is not changing enough across light angles.
base,Bases,brushed_aluminum,Brushed Aluminum,28,D,Hard Rework,mixed,true,25,6,28,93,3,89,29,33,0,0,widen-spec-channel-spectrum,Living score is 25; the finish is not changing enough across light angles.
base,Bases,brushed_titanium,Brushed Titanium,31,D,Hard Rework,mixed,false,25,36,16,93,3,92,33,33,0,0,widen-spec-channel-spectrum,Living score is 25; the finish is not changing enough across light angles.
base,Bases,brushed_wrap,Brushed Wrap,33,D,Hard Rework,mixed,true,21,35,17,93,10,94,45,25,0,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
base,Bases,bugatti_blue,Bugatti Blue,22,D,Hard Rework,mixed,true,8,4,29,93,1,52,15,19,100,0,widen-spec-channel-spectrum,Living score is 8; the finish is not changing enough across light angles.
base,Bases,bullseye_chrome,Bullseye Chrome,28,D,Hard Rework,mixed,true,32,4,15,92,8,83,15,35,0,0,widen-spec-channel-spectrum,Living score is 32; the finish is not changing enough across light angles.
base,Bases,burnt_headers,Burnt Headers,40,D,Hard Rework,mixed,true,34,4,14,91,35,107,64,52,100,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
base,Bases,butterfly_monarch,Butterfly Monarch,39,D,Hard Rework,mixed,true,36,5,27,92,12,208,134,80,100,0,rebalance-practical-sim-lighting,Living score is 36; the finish is not changing enough across light angles.
base,Bases,butterfly_morpho,Butterfly Morpho,30,D,Hard Rework,mixed,true,32,5,28,95,2,149,46,23,100,0,widen-spec-channel-spectrum,Living score is 32; the finish is not changing enough across light angles.
base,Bases,candy,Candy,29,D,Hard Rework,mixed,true,24,4,29,94,8,91,23,19,0,0,widen-spec-channel-spectrum,Living score is 24; the finish is not changing enough across light angles.
base,Bases,candy_apple,Candy Apple,27,D,Hard Rework,mixed,true,25,5,15,93,9,96,21,22,0,0,widen-spec-channel-spectrum,Living score is 25; the finish is not changing enough across light angles.
base,Bases,candy_burgundy,Candy Burgundy,23,D,Hard Rework,mixed,true,21,4,16,93,3,63,17,9,100,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
base,Bases,candy_chrome,Candy Chrome,35,D,Hard Rework,mixed,true,35,5,29,94,13,65,44,83,0,0,widen-spec-channel-spectrum,Living score is 35; the finish is not changing enough across light angles.
base,Bases,candy_cobalt,Candy Cobalt,25,D,Hard Rework,mixed,true,10,4,32,92,8,85,3,8,100,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
base,Bases,candy_emerald,Candy Emerald,29,D,Hard Rework,mixed,true,24,5,30,93,7,114,20,16,0,0,widen-spec-channel-spectrum,Living score is 24; the finish is not changing enough across light angles.
base,Bases,carbon_base,Carbon Base,34,D,Hard Rework,mixed,true,21,4,18,92,29,126,30,9,100,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
base,Bases,carbon_ceramic,Carbon Ceramic,32,D,Hard Rework,mixed,true,16,5,31,93,18,61,102,20,0,0,widen-spec-channel-spectrum,Living score is 16; the finish is not changing enough across light angles.
base,Bases,carbon_weave,Carbon Weave,32,D,Hard Rework,mixed,true,18,4,15,93,27,112,34,10,100,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
base,Bases,cc_arctic_freeze,Cc Arctic Freeze,22,D,Hard Rework,mixed,true,21,4,15,94,1,80,15,0,0,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
base,Bases,cc_blood_wash,Cc Blood Wash,32,D,Hard Rework,mixed,true,10,4,73,93,1,80,40,0,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
base,Bases,cc_bronze_heat,Cc Bronze Heat,23,D,Hard Rework,mixed,true,22,4,15,94,1,80,40,0,0,0,widen-spec-channel-spectrum,Living score is 22; the finish is not changing enough across light angles.
base,Bases,cc_electric_cyan,Cc Electric Cyan,22,D,Hard Rework,heroBand,true,17,4,29,94,0,12,2,0,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
base,Bases,cc_ghost_silver,Cc Ghost Silver,22,D,Hard Rework,mixed,true,26,4,16,95,0,12,10,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
base,Bases,cc_inferno,Cc Inferno,21,D,Hard Rework,mixed,true,10,4,18,93,1,80,35,0,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
base,Bases,cc_midnight,Cc Midnight,28,D,Hard Rework,mixed,true,5,4,73,93,0,8,0,0,100,0,widen-spec-channel-spectrum,Living score is 5; the finish is not changing enough across light angles.
base,Bases,cc_royal_purple,Cc Royal Purple,29,D,Hard Rework,mixed,true,9,4,62,93,1,80,25,0,0,0,widen-spec-channel-spectrum,Living score is 9; the finish is not changing enough across light angles.
base,Bases,cc_solar_gold,Cc Solar Gold,25,D,Hard Rework,mixed,true,29,4,16,94,1,80,20,0,0,0,widen-spec-channel-spectrum,Living score is 29; the finish is not changing enough across light angles.
base,Bases,cc_toxic,Cc Toxic,38,D,Hard Rework,mixed,true,10,34,76,92,1,80,40,0,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
base,Bases,cerakote,Cerakote,29,D,Hard Rework,mixed,true,17,19,17,77,7,123,109,64,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
base,Bases,cerakote_gloss,Cerakote Gloss,22,D,Hard Rework,mixed,true,11,5,22,91,1,20,80,60,0,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
base,Bases,cerakote_pvd,Cerakote Pvd,23,D,Hard Rework,mixed,true,9,22,13,94,2,57,43,6,0,0,widen-spec-channel-spectrum,Living score is 9; the finish is not changing enough across light angles.
base,Bases,ceramic,Ceramic,28,D,Hard Rework,mixed,true,5,4,76,91,0,0,0,0,0,0,widen-spec-channel-spectrum,Living score is 5; the finish is not changing enough across light angles.
base,Bases,ceramic_matte,Ceramic Matte,26,D,Hard Rework,mixed,true,11,24,21,91,4,62,37,26,0,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
base,Bases,chalky_base,Chalky Base,30,D,Hard Rework,mixed,true,5,24,69,91,0,0,0,0,0,0,widen-spec-channel-spectrum,Living score is 5; the finish is not changing enough across light angles.
base,Bases,chameleon,Chameleon,26,D,Hard Rework,mixed,true,26,5,15,93,4,112,33,25,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
base,Bases,champagne,Champagne,25,D,Hard Rework,mixed,true,23,5,17,94,3,128,6,7,0,0,widen-spec-channel-spectrum,Living score is 23; the finish is not changing enough across light angles.
base,Bases,champagne_flake,Champagne Flake,27,D,Hard Rework,heroBand,true,24,5,16,93,9,118,5,8,0,0,widen-spec-channel-spectrum,Living score is 24; the finish is not changing enough across light angles.
base,Bases,checkered_chrome,Checkered Chrome,24,D,Hard Rework,mixed,true,23,4,15,91,4,74,15,30,100,0,widen-spec-channel-spectrum,Living score is 23; the finish is not changing enough across light angles.
base,Bases,chromaflair,Chromaflair,25,D,Hard Rework,mixed,true,30,4,15,93,2,68,18,28,0,0,widen-spec-channel-spectrum,Living score is 30; the finish is not changing enough across light angles.
base,Bases,chrome,Chrome,31,D,Hard Rework,mixed,true,34,5,15,95,11,54,37,79,0,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
base,Bases,chrome_wrap,Chrome Wrap,26,D,Hard Rework,mixed,true,30,4,16,94,6,23,38,24,0,0,widen-spec-channel-spectrum,Living score is 30; the finish is not changing enough across light angles.
base,Bases,clear_matte,Clear Matte,30,D,Hard Rework,mixed,true,5,24,69,91,0,0,0,0,0,0,widen-spec-channel-spectrum,Living score is 5; the finish is not changing enough across light angles.
base,Bases,cobalt_metal,Cobalt Metal,27,D,Hard Rework,mixed,true,23,5,27,94,3,79,41,28,0,0,widen-spec-channel-spectrum,Living score is 23; the finish is not changing enough across light angles.
base,Bases,color_flip_wrap,Color Flip Wrap,31,D,Hard Rework,mixed,true,32,5,28,92,9,59,45,24,100,0,widen-spec-channel-spectrum,Living score is 32; the finish is not changing enough across light angles.
base,Bases,copper,Copper,27,D,Hard Rework,mixed,true,25,5,15,94,7,99,27,29,0,0,widen-spec-channel-spectrum,Living score is 25; the finish is not changing enough across light angles.
base,Bases,crumbling_clear,Crumbling Clear,35,D,Hard Rework,mixed,true,15,24,26,93,21,53,59,38,0,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
base,Bases,crystal_clear,Crystal Clear,35,D,Hard Rework,mixed,true,9,4,90,91,4,60,10,19,0,0,widen-spec-channel-spectrum,Living score is 9; the finish is not changing enough across light angles.
base,Bases,cx_acid_rain,Cx Acid Rain,53,D,Hard Rework,mixed,true,35,35,31,93,42,248,40,110,100,0,rebalance-practical-sim-lighting,Living score is 35; the finish is not changing enough across light angles.
base,Bases,cx_apocalypse,Cx Apocalypse,52,D,Hard Rework,mixed,true,40,34,16,91,42,255,57,161,100,0,rebalance-practical-sim-lighting,Living score is 40; the finish is not changing enough across light angles.
base,Bases,cx_arctic,Cx Arctic,44,D,Hard Rework,mixed,false,32,35,17,91,23,216,38,92,100,0,widen-spec-channel-spectrum,Living score is 32; the finish is not changing enough across light angles.
base,Bases,cx_aurora_borealis,Cx Aurora Borealis,48,D,Hard Rework,mixed,false,33,37,18,91,33,231,35,119,100,0,widen-spec-channel-spectrum,Living score is 33; the finish is not changing enough across light angles.
base,Bases,cx_blood_mercury,Cx Blood Mercury,41,D,Hard Rework,mixed,false,27,36,34,61,18,243,47,109,100,0,rebalance-practical-sim-lighting,Living score is 27; the finish is not changing enough across light angles.
base,Bases,cx_chrome_void,Cx Chrome Void,48,D,Hard Rework,mixed,true,33,16,16,92,41,255,47,188,0,0,rebalance-practical-sim-lighting,Living score is 33; the finish is not changing enough across light angles.
base,Bases,cx_dragon_scale,Cx Dragon Scale,48,D,Hard Rework,mixed,true,39,31,14,92,29,239,53,122,100,0,rebalance-practical-sim-lighting,Living score is 39; the finish is not changing enough across light angles.
base,Bases,cx_electric_storm,Cx Electric Storm,31,D,Hard Rework,heroBand,true,31,5,15,91,8,206,39,80,100,0,widen-spec-channel-spectrum,Living score is 31; the finish is not changing enough across light angles.
base,Bases,cx_frozen_nebula,Cx Frozen Nebula,38,D,Hard Rework,mixed,true,37,5,15,63,27,240,41,107,100,0,widen-spec-channel-spectrum,Living score is 37; the finish is not changing enough across light angles.
base,Bases,cx_glacier_fire,Cx Glacier Fire,36,D,Hard Rework,mixed,true,36,7,15,63,23,225,42,107,100,0,widen-spec-channel-spectrum,Living score is 36; the finish is not changing enough across light angles.
base,Bases,cx_hellfire,Cx Hellfire,46,D,Hard Rework,mixed,true,38,35,15,92,21,239,53,135,100,0,rebalance-practical-sim-lighting,Living score is 38; the finish is not changing enough across light angles.
base,Bases,cx_inferno,Cx Inferno,36,D,Hard Rework,mixed,true,34,5,14,93,18,212,29,96,100,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
base,Bases,cx_midnight_chrome,Cx Midnight Chrome,50,D,Hard Rework,mixed,true,36,9,27,91,45,255,52,223,100,0,rebalance-practical-sim-lighting,Living score is 36; the finish is not changing enough across light angles.
base,Bases,cx_neon_abyss,Cx Neon Abyss,46,D,Hard Rework,heroBand,false,32,36,15,60,45,235,46,135,100,0,rebalance-practical-sim-lighting,Living score is 32; the finish is not changing enough across light angles.
base,Bases,cx_obsidian_gold,Cx Obsidian Gold,41,D,Hard Rework,mixed,false,27,36,17,61,21,250,67,165,100,0,rebalance-practical-sim-lighting,Living score is 27; the finish is not changing enough across light angles.
base,Bases,cx_ocean_trench,Cx Ocean Trench,45,D,Hard Rework,mixed,true,29,18,18,91,34,246,43,128,100,0,rebalance-practical-sim-lighting,Living score is 29; the finish is not changing enough across light angles.
base,Bases,cx_phantom,Cx Phantom,43,D,Hard Rework,mixed,true,31,29,15,61,39,215,33,129,100,0,widen-spec-channel-spectrum,Living score is 31; the finish is not changing enough across light angles.
base,Bases,cx_prism_shatter,Cx Prism Shatter,39,D,Hard Rework,mixed,true,37,11,15,63,26,245,44,107,100,0,widen-spec-channel-spectrum,Living score is 37; the finish is not changing enough across light angles.
base,Bases,cx_rose_chrome,Cx Rose Chrome,43,D,Hard Rework,mixed,true,40,4,14,77,35,230,45,124,100,0,rebalance-practical-sim-lighting,Living score is 40; the finish is not changing enough across light angles.
base,Bases,cx_royal_spectrum,Cx Royal Spectrum,36,D,Hard Rework,mixed,true,35,4,15,92,15,224,61,95,0,0,widen-spec-channel-spectrum,Living score is 35; the finish is not changing enough across light angles.
base,Bases,cx_solar,Cx Solar,34,D,Hard Rework,mixed,true,32,4,15,92,13,181,43,94,0,0,widen-spec-channel-spectrum,Living score is 32; the finish is not changing enough across light angles.
base,Bases,cx_supernova,Cx Supernova,40,D,Hard Rework,mixed,true,29,19,16,92,18,229,74,134,0,0,rebalance-practical-sim-lighting,Living score is 29; the finish is not changing enough across light angles.
base,Bases,cx_toxic_chrome,Cx Toxic Chrome,37,D,Hard Rework,mixed,true,25,11,20,91,19,238,42,106,100,0,widen-spec-channel-spectrum,Living score is 25; the finish is not changing enough across light angles.
base,Bases,cx_venom,Cx Venom,50,D,Hard Rework,mixed,true,41,12,30,93,39,238,36,111,100,0,widen-spec-channel-spectrum,Living score is 41; the finish is not changing enough across light angles.
base,Bases,cx_white_lightning,Cx White Lightning,33,D,Hard Rework,mixed,true,19,17,15,93,15,193,27,65,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
base,Bases,dark_chrome,Dark Chrome,30,D,Hard Rework,mixed,true,34,5,15,94,10,59,35,79,0,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
base,Bases,dark_matter,Dark Matter,44,D,Hard Rework,mixed,false,30,37,26,91,8,204,201,151,100,0,rebalance-practical-sim-lighting,Living score is 30; the finish is not changing enough across light angles.
base,Bases,dealer_pearl,Dealer Pearl,35,D,Hard Rework,mixed,true,16,4,48,76,20,147,7,45,0,0,widen-spec-channel-spectrum,Living score is 16; the finish is not changing enough across light angles.
base,Bases,deep_pearl,Deep Pearl,32,D,Hard Rework,mixed,false,17,35,19,93,7,127,35,29,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
base,Bases,desert_worn,Desert Worn,39,D,Hard Rework,mixed,true,19,25,26,91,27,57,89,63,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
base,Bases,destroyed_coat,Destroyed Coat,31,D,Hard Rework,mixed,true,13,24,26,77,19,42,41,16,0,0,widen-spec-channel-spectrum,Living score is 13; the finish is not changing enough across light angles.
base,Bases,diamond_coat,Diamond Coat,33,D,Hard Rework,mixed,true,12,35,33,91,8,95,21,34,0,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
base,Bases,drag_strip_gloss,Drag Strip Gloss,25,D,Hard Rework,mixed,true,8,31,21,91,1,54,11,22,100,0,widen-spec-channel-spectrum,Living score is 8; the finish is not changing enough across light angles.
base,Bases,dragonfly_wing,Dragonfly Wing,30,D,Hard Rework,mixed,true,20,8,26,62,14,125,136,45,100,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
base,Bases,duracoat,Duracoat,31,D,Hard Rework,mixed,true,16,25,27,77,6,103,106,61,0,0,widen-spec-channel-spectrum,Living score is 16; the finish is not changing enough across light angles.
base,Bases,eggshell,Eggshell,22,D,Hard Rework,mixed,true,5,24,27,91,0,0,0,0,0,0,widen-spec-channel-spectrum,Living score is 5; the finish is not changing enough across light angles.
base,Bases,electric_ice,Electric Ice,35,D,Hard Rework,heroBand,true,37,5,15,92,22,72,50,51,0,0,widen-spec-channel-spectrum,Living score is 37; the finish is not changing enough across light angles.
base,Bases,electroplated_gold,Electroplated Gold,30,D,Hard Rework,mixed,true,34,4,16,95,9,64,42,76,0,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
base,Bases,enamel,Enamel,35,D,Hard Rework,mixed,true,9,4,90,91,4,62,16,14,0,0,widen-spec-channel-spectrum,Living score is 9; the finish is not changing enough across light angles.
base,Bases,endurance_ceramic,Endurance Ceramic,24,D,Hard Rework,mixed,true,13,4,14,90,8,75,75,30,0,0,widen-spec-channel-spectrum,Living score is 13; the finish is not changing enough across light angles.
base,Bases,enh_anodized,Enh Anodized,22,D,Hard Rework,mixed,true,19,9,16,93,2,35,4,7,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
base,Bases,enh_baked_enamel,Enh Baked Enamel,29,D,Hard Rework,mixed,true,6,4,75,92,1,24,4,6,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_brushed,Enh Brushed,21,D,Hard Rework,mixed,true,19,4,16,93,2,33,4,8,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
base,Bases,enh_carbon_fiber,Enh Carbon Fiber,33,D,Hard Rework,mixed,true,7,4,90,93,2,35,4,4,0,0,widen-spec-channel-spectrum,Living score is 7; the finish is not changing enough across light angles.
base,Bases,enh_ceramic_glaze,Enh Ceramic Glaze,30,D,Hard Rework,mixed,true,6,4,76,92,2,28,4,3,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_chrome,Enh Chrome,25,D,Hard Rework,mixed,true,26,4,28,94,2,15,4,3,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
base,Bases,enh_clear_matte,Enh Clear Matte,24,D,Hard Rework,mixed,true,6,24,28,91,2,25,4,8,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_clear_satin,Enh Clear Satin,18,D,Hard Rework,mixed,true,6,4,21,92,1,25,3,6,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_eggshell,Enh Eggshell,33,D,Hard Rework,mixed,true,6,4,90,91,2,26,4,7,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_frozen,Enh Frozen,21,D,Hard Rework,mixed,true,7,4,29,92,3,36,4,8,0,0,widen-spec-channel-spectrum,Living score is 7; the finish is not changing enough across light angles.
base,Bases,enh_gel_coat,Enh Gel Coat,29,D,Hard Rework,mixed,true,6,4,74,92,1,25,4,5,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_gloss,Enh Gloss,30,D,Hard Rework,mixed,true,6,4,75,92,2,26,4,5,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_living_matte,Enh Living Matte,24,D,Hard Rework,mixed,true,7,24,27,91,2,30,4,8,0,0,widen-spec-channel-spectrum,Living score is 7; the finish is not changing enough across light angles.
base,Bases,enh_matte,Enh Matte,22,D,Hard Rework,mixed,true,6,24,18,91,2,25,4,8,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_metallic,Enh Metallic,24,D,Hard Rework,mixed,true,19,4,28,94,2,32,4,4,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
base,Bases,enh_neutral_grey,Enh Neutral Grey,23,D,Hard Rework,mixed,true,6,24,28,91,1,22,4,7,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_pearl,Enh Pearl,22,D,Hard Rework,mixed,true,7,4,36,93,2,33,4,4,0,0,widen-spec-channel-spectrum,Living score is 7; the finish is not changing enough across light angles.
base,Bases,enh_piano_black,Enh Piano Black,27,D,Hard Rework,mixed,true,6,4,60,92,2,26,4,5,100,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_powder_coat,Enh Powder Coat,22,D,Hard Rework,mixed,true,7,24,19,91,3,34,4,8,0,0,widen-spec-channel-spectrum,Living score is 7; the finish is not changing enough across light angles.
base,Bases,enh_primer,Enh Primer,24,D,Hard Rework,mixed,true,6,24,29,91,1,26,4,7,0,0,widen-spec-channel-spectrum,Living score is 6; the finish is not changing enough across light angles.
base,Bases,enh_pure_black,Enh Pure Black,20,D,Hard Rework,mixed,true,5,24,27,66,2,25,4,8,100,0,widen-spec-channel-spectrum,Living score is 5; the finish is not changing enough across light angles.
base,Bases,enh_satin,Enh Satin,24,D,Hard Rework,mixed,true,7,4,48,91,2,32,3,7,0,0,widen-spec-channel-spectrum,Living score is 7; the finish is not changing enough across light angles.
base,Bases,enh_satin_chrome,Enh Satin Chrome,21,D,Hard Rework,mixed,true,18,4,15,95,2,17,4,8,0,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
base,Bases,enh_semi_gloss,Enh Semi Gloss,30,D,Hard Rework,mixed,true,7,4,76,92,2,27,4,8,0,0,widen-spec-channel-spectrum,Living score is 7; the finish is not changing enough across light angles.
