type,group,id,name,dnaScore,grade,effectiveGrade,flashMode,metricTension,livingScore,pinFlashScore,simFlashScore,angleSpreadScore,detail,mRange,rRange,ccRange,darkGlossPct,darkVoidPct,firstRepair,topWeakness
monolithic,Specials,multiscale_flake_grain,Multiscale Flake Grain,33,D,Hard Rework,heroBand,true,35,4,16,92,17,137,2,27,0,0,widen-spec-channel-spectrum,Living score is 35; the finish is not changing enough across light angles.
monolithic,Specials,multiscale_frost_crystal,Multiscale Frost Crystal,31,D,Hard Rework,mixed,true,29,4,16,92,17,126,20,30,0,0,widen-spec-channel-spectrum,Living score is 29; the finish is not changing enough across light angles.
monolithic,Specials,multiscale_matte_silk,Multiscale Matte Silk,38,D,Hard Rework,mixed,true,12,4,90,91,9,75,37,25,0,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
monolithic,Specials,multiscale_metal_grit,Multiscale Metal Grit,35,D,Hard Rework,mixed,true,31,5,29,93,17,118,20,28,0,0,widen-spec-channel-spectrum,Living score is 31; the finish is not changing enough across light angles.
monolithic,Specials,multiscale_pearl_texture,Multiscale Pearl Texture,29,D,Hard Rework,mixed,true,12,4,34,92,12,100,4,27,0,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
monolithic,Specials,multiscale_satin_weave,Multiscale Satin Weave,30,D,Hard Rework,mixed,true,25,5,31,93,8,110,17,29,0,0,widen-spec-channel-spectrum,Living score is 25; the finish is not changing enough across light angles.
monolithic,Specials,mystichrome,Mystichrome,27,D,Hard Rework,mixed,true,31,4,15,92,8,56,19,33,100,0,widen-spec-channel-spectrum,Living score is 31; the finish is not changing enough across light angles.
monolithic,Specials,necrotic,Necrotic,53,D,Hard Rework,mixed,false,33,36,20,93,36,193,89,235,0,0,rebalance-practical-sim-lighting,Living score is 33; the finish is not changing enough across light angles.
monolithic,Specials,negative,Negative,54,D,Hard Rework,mixed,false,30,36,61,91,17,230,79,221,0,0,sharpen-flash-islands,Living score is 30; the finish is not changing enough across light angles.
monolithic,Specials,neon_glow,Neon Glow,44,D,Hard Rework,heroBand,true,29,34,21,75,24,219,81,160,100,0,rebalance-practical-sim-lighting,Living score is 29; the finish is not changing enough across light angles.
monolithic,Specials,neon_sign,Neon Sign,47,D,Hard Rework,heroBand,false,28,38,32,91,19,219,80,159,0,0,rebalance-practical-sim-lighting,Living score is 28; the finish is not changing enough across light angles.
monolithic,Specials,neon_vegas,Neon Vegas,45,D,Hard Rework,heroBand,false,29,38,17,90,22,219,78,164,100,0,rebalance-practical-sim-lighting,Living score is 29; the finish is not changing enough across light angles.
monolithic,Specials,nightmare,Nightmare,42,D,Hard Rework,mixed,true,30,19,19,60,25,217,87,235,100,0,rebalance-practical-sim-lighting,Living score is 30; the finish is not changing enough across light angles.
monolithic,Specials,ocean_floor,Ocean Floor,49,D,Hard Rework,mixed,true,37,29,26,76,69,186,88,144,0,0,rebalance-practical-sim-lighting,Living score is 37; the finish is not changing enough across light angles.
monolithic,Specials,oil_slick,Oil Slick,55,D,Hard Rework,heroBand,true,41,31,31,91,67,202,96,213,0,0,rebalance-practical-sim-lighting,Living score is 41; the finish is not changing enough across light angles.
monolithic,Specials,oil_slick_base,Oil Slick Base,46,D,Hard Rework,heroBand,true,42,6,15,92,40,105,81,201,100,0,widen-spec-channel-spectrum,Living score is 42; the finish is not changing enough across light angles.
monolithic,Specials,oxidized_metal,Oxidized Metal,20,D,Hard Rework,mixed,true,10,5,17,93,0,40,40,40,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
monolithic,Specials,p_aurora,P Aurora,32,D,Hard Rework,mixed,true,29,4,34,93,1,132,91,66,0,0,widen-spec-channel-spectrum,Living score is 29; the finish is not changing enough across light angles.
monolithic,Specials,p_static,P Static,52,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,55,5,14,93,68,255,201,80,0,0,rebalance-practical-sim-lighting,Living score is 55; the finish is not changing enough across light angles.
monolithic,Specials,parallax,Parallax,34,D,Hard Rework,mixed,true,26,7,21,63,14,185,68,231,100,0,rebalance-practical-sim-lighting,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,patinated_bronze,Patinated Bronze,46,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,46,5,13,92,66,147,159,79,0,0,widen-spec-channel-spectrum,Living score is 46; the finish is not changing enough across light angles.
monolithic,Specials,penrose_quasi,Penrose Quasi,53,D,Hard Rework,mixed,false,35,36,26,94,57,166,115,149,100,0,rebalance-practical-sim-lighting,Living score is 35; the finish is not changing enough across light angles.
monolithic,Specials,permafrost,Permafrost,52,D,Hard Rework,mixed,false,29,36,36,91,43,170,61,142,0,0,widen-spec-channel-spectrum,Living score is 29; the finish is not changing enough across light angles.
monolithic,Specials,phantom,Phantom,52,D,Hard Rework,mixed,true,26,9,91,77,20,158,76,217,100,0,sharpen-flash-islands,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,phase_shift,Phase Shift,49,D,Hard Rework,mixed,true,41,4,31,90,36,255,103,69,0,0,rebalance-practical-sim-lighting,Living score is 41; the finish is not changing enough across light angles.
monolithic,Specials,phosphorescent,Phosphorescent,48,D,Hard Rework,mixed,true,37,22,20,77,47,219,92,137,0,0,rebalance-practical-sim-lighting,Living score is 37; the finish is not changing enough across light angles.
monolithic,Specials,plasma_globe,Plasma Globe,43,D,Hard Rework,mixed,false,26,36,20,93,17,204,76,168,100,0,rebalance-practical-sim-lighting,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,polarized,Polarized,49,D,Hard Rework,mixed,false,31,36,20,77,33,237,58,197,100,0,rebalance-practical-sim-lighting,Living score is 31; the finish is not changing enough across light angles.
monolithic,Specials,polished_obsidian_mono,Polished Obsidian Mono,49,D,Hard Rework,mixed,true,27,35,47,90,21,143,69,228,100,0,rebalance-practical-sim-lighting,Living score is 27; the finish is not changing enough across light angles.
monolithic,Specials,possessed,Possessed,49,D,Hard Rework,mixed,false,32,37,20,93,23,224,74,237,100,0,rebalance-practical-sim-lighting,Living score is 32; the finish is not changing enough across light angles.
monolithic,Specials,prizm_adaptive,Prizm Adaptive,25,D,Hard Rework,mixed,true,26,4,29,94,0,28,11,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_alien_skin,Prizm Alien Skin,22,D,Hard Rework,mixed,true,27,4,16,92,0,28,19,0,0,0,widen-spec-channel-spectrum,Living score is 27; the finish is not changing enough across light angles.
monolithic,Specials,prizm_arctic,Prizm Arctic,25,D,Hard Rework,mixed,true,26,4,29,94,0,28,7,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_aurora_shift,Prizm Aurora Shift,25,D,Hard Rework,mixed,true,26,4,29,92,0,28,12,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_black_rainbow,Prizm Black Rainbow,22,D,Hard Rework,mixed,true,26,4,16,94,0,28,9,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_candy_paint,Prizm Candy Paint,22,D,Hard Rework,mixed,true,26,4,15,94,0,28,13,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_chrome_rose,Prizm Chrome Rose,22,D,Hard Rework,mixed,true,26,4,15,95,0,21,12,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_copper_flame,Prizm Copper Flame,22,D,Hard Rework,heroBand,true,27,4,15,92,0,28,17,0,0,0,widen-spec-channel-spectrum,Living score is 27; the finish is not changing enough across light angles.
monolithic,Specials,prizm_deep_space,Prizm Deep Space,25,D,Hard Rework,mixed,true,26,4,28,94,0,28,12,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_duochrome,Prizm Duochrome,22,D,Hard Rework,mixed,true,26,4,16,93,0,28,11,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_ember,Prizm Ember,22,D,Hard Rework,mixed,true,26,4,15,93,0,28,13,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_galaxy_dust,Prizm Galaxy Dust,22,D,Hard Rework,pinfield,true,26,4,15,93,0,28,12,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_holographic,Prizm Holographic,25,D,Hard Rework,mixed,true,26,4,29,94,0,28,9,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_iridescent,Prizm Iridescent,22,D,Hard Rework,mixed,true,26,4,16,94,0,28,7,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_midnight,Prizm Midnight,25,D,Hard Rework,mixed,true,26,4,28,94,0,28,11,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_mystichrome,Prizm Mystichrome,25,D,Hard Rework,mixed,true,26,4,29,93,0,28,9,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_oceanic,Prizm Oceanic,25,D,Hard Rework,mixed,true,26,4,29,93,0,28,9,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_phoenix,Prizm Phoenix,22,D,Hard Rework,mixed,true,26,4,15,93,0,28,11,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_solar,Prizm Solar,22,D,Hard Rework,mixed,true,26,4,16,93,0,28,13,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_sunset_strip,Prizm Sunset Strip,22,D,Hard Rework,mixed,true,26,4,15,93,0,28,13,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_titanium,Prizm Titanium,21,D,Hard Rework,mixed,true,19,4,16,93,0,28,22,0,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
monolithic,Specials,prizm_toxic_waste,Prizm Toxic Waste,20,D,Hard Rework,mixed,true,26,4,15,77,0,28,15,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,prizm_venom,Prizm Venom,25,D,Hard Rework,mixed,true,26,4,29,94,0,28,11,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,pulse,Pulse,42,D,Hard Rework,heroBand,false,33,38,16,92,9,255,164,90,0,0,rebalance-practical-sim-lighting,Living score is 33; the finish is not changing enough across light angles.
monolithic,Specials,quantum,Quantum,42,D,Hard Rework,mixed,true,26,5,90,91,2,239,24,0,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,quilt_alternating_duo,Quilt Alternating Duo,35,D,Hard Rework,mixed,true,40,4,16,91,13,255,11,47,0,0,widen-spec-channel-spectrum,Living score is 40; the finish is not changing enough across light angles.
monolithic,Specials,quilt_candy_tiles,Quilt Candy Tiles,33,D,Hard Rework,mixed,true,37,5,15,93,11,164,32,47,0,0,widen-spec-channel-spectrum,Living score is 37; the finish is not changing enough across light angles.
monolithic,Specials,quilt_chrome_mosaic,Quilt Chrome Mosaic,31,D,Hard Rework,mixed,true,35,4,16,93,9,114,41,47,0,0,widen-spec-channel-spectrum,Living score is 35; the finish is not changing enough across light angles.
monolithic,Specials,quilt_diamond_shimmer,Quilt Diamond Shimmer,31,D,Hard Rework,mixed,true,35,4,15,94,12,104,30,46,0,0,widen-spec-channel-spectrum,Living score is 35; the finish is not changing enough across light angles.
monolithic,Specials,quilt_gradient_tiles,Quilt Gradient Tiles,33,D,Hard Rework,mixed,true,37,4,17,92,10,166,52,45,0,0,widen-spec-channel-spectrum,Living score is 37; the finish is not changing enough across light angles.
monolithic,Specials,quilt_hex_variety,Quilt Hex Variety,34,D,Hard Rework,mixed,true,39,5,17,92,11,185,60,47,0,0,widen-spec-channel-spectrum,Living score is 39; the finish is not changing enough across light angles.
monolithic,Specials,quilt_metallic_pixels,Quilt Metallic Pixels,37,D,Hard Rework,mixed,true,38,4,29,92,14,146,69,46,0,0,widen-spec-channel-spectrum,Living score is 38; the finish is not changing enough across light angles.
monolithic,Specials,quilt_organic_cells,Quilt Organic Cells,36,D,Hard Rework,mixed,true,40,4,16,92,13,185,82,46,0,0,widen-spec-channel-spectrum,Living score is 40; the finish is not changing enough across light angles.
monolithic,Specials,quilt_pearl_patchwork,Quilt Pearl Patchwork,38,D,Hard Rework,mixed,true,41,5,16,92,19,205,50,46,0,0,widen-spec-channel-spectrum,Living score is 41; the finish is not changing enough across light angles.
monolithic,Specials,quilt_random_chaos,Quilt Random Chaos,48,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,51,4,14,91,31,255,191,46,0,0,rebalance-practical-sim-lighting,Living score is 51; the finish is not changing enough across light angles.
monolithic,Specials,race_worn,Race Worn,24,D,Hard Rework,mixed,true,8,24,27,92,0,30,40,0,0,0,widen-spec-channel-spectrum,Living score is 8; the finish is not changing enough across light angles.
monolithic,Specials,radioactive,Radioactive,48,D,Hard Rework,mixed,true,36,14,17,94,55,219,85,142,0,0,rebalance-practical-sim-lighting,Living score is 36; the finish is not changing enough across light angles.
monolithic,Specials,rave,Rave,50,D,Hard Rework,mixed,true,38,6,32,90,64,219,75,175,100,0,rebalance-practical-sim-lighting,Living score is 38; the finish is not changing enough across light angles.
monolithic,Specials,reactive_candy_reveal,Reactive Candy Reveal,40,D,Hard Rework,mixed,true,26,4,15,93,33,130,69,152,0,0,widen-spec-channel-spectrum,Living score is 26; the finish is not changing enough across light angles.
monolithic,Specials,reactive_chrome_fade,Reactive Chrome Fade,37,D,Hard Rework,mixed,true,23,4,16,93,29,97,56,142,0,0,widen-spec-channel-spectrum,Living score is 23; the finish is not changing enough across light angles.
monolithic,Specials,reactive_dual_tone,Reactive Dual Tone,43,D,Hard Rework,mixed,true,28,5,28,93,27,163,101,161,0,0,rebalance-practical-sim-lighting,Living score is 28; the finish is not changing enough across light angles.
monolithic,Specials,reactive_ghost_metal,Reactive Ghost Metal,43,D,Hard Rework,mixed,true,30,5,15,91,40,201,76,135,0,0,rebalance-practical-sim-lighting,Living score is 30; the finish is not changing enough across light angles.
monolithic,Specials,reactive_matte_shine,Reactive Matte Shine,47,D,Hard Rework,mixed,true,32,6,28,92,42,191,97,157,0,0,rebalance-practical-sim-lighting,Living score is 32; the finish is not changing enough across light angles.
monolithic,Specials,reactive_mirror_shadow,Reactive Mirror Shadow,37,D,Hard Rework,mixed,true,20,4,28,91,28,54,53,136,0,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
monolithic,Specials,reactive_pearl_flash,Reactive Pearl Flash,42,D,Hard Rework,mixed,true,28,5,15,92,38,163,83,133,0,0,widen-spec-channel-spectrum,Living score is 28; the finish is not changing enough across light angles.
monolithic,Specials,reactive_plasma,Reactive Plasma,54,D,Hard Rework,mixed,false,38,41,13,92,32,237,137,236,100,0,rebalance-practical-sim-lighting,Living score is 38; the finish is not changing enough across light angles.
monolithic,Specials,reactive_pulse_metal,Reactive Pulse Metal,41,D,Hard Rework,heroBand,true,28,4,16,92,32,206,71,142,0,0,rebalance-practical-sim-lighting,Living score is 28; the finish is not changing enough across light angles.
monolithic,Specials,reactive_stealth_pop,Reactive Stealth Pop,43,D,Hard Rework,mixed,true,32,4,15,93,49,175,70,158,0,0,rebalance-practical-sim-lighting,Living score is 32; the finish is not changing enough across light angles.
monolithic,Specials,reactive_warm_cold,Reactive Warm Cold,48,D,Hard Rework,mixed,true,34,5,29,93,51,181,115,157,0,0,rebalance-practical-sim-lighting,Living score is 34; the finish is not changing enough across light angles.
monolithic,Specials,reaper,Reaper,43,D,Hard Rework,mixed,false,31,45,26,61,6,243,184,237,100,0,rebalance-practical-sim-lighting,Living score is 31; the finish is not changing enough across light angles.
monolithic,Specials,refraction,Refraction,53,D,Hard Rework,mixed,true,27,35,62,91,24,216,37,179,0,0,sharpen-flash-islands,Living score is 27; the finish is not changing enough across light angles.
monolithic,Specials,rs_akane_flake_fog,Rs Akane Flake Fog,58,D,Hard Rework,heroBand,true,81,4,13,77,90,255,240,228,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_bakeneko_velvet,Rs Bakeneko Velvet,61,D,Hard Rework,mixed,true,84,4,26,76,98,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
monolithic,Specials,rs_bamboo_zen,Rs Bamboo Zen,61,D,Hard Rework,mixed,true,81,5,26,77,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
monolithic,Specials,rs_bell_of_damned,Rs Bell Of Damned,63,D,Hard Rework,mixed,true,77,29,13,92,59,255,240,213,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_bosozoku_riot,Rs Bosozoku Riot,59,D,Hard Rework,mixed,true,82,4,26,62,94,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
monolithic,Specials,rs_camellia_glow,Rs Camellia Glow,55,D,Hard Rework,mixed,true,75,4,13,63,100,255,240,237,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_chrysanthemum_sun,Rs Chrysanthemum Sun,57,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,69,4,16,91,70,255,240,239,100,0,rebalance-practical-sim-lighting,Living score is 69; the finish is not changing enough across light angles.
monolithic,Specials,rs_crane_garden,Rs Crane Garden,62,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,76,4,32,91,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (32); it may only look alive in one special lighting condition.
monolithic,Specials,rs_dekotora_electric_freight,Rs Dekotora Electric Freight,58,D,Hard Rework,heroBand,true,83,4,13,75,96,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_drift_hanami_oversteer,Rs Drift Hanami Oversteer,56,D,Hard Rework,mixed,true,74,4,13,76,96,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_fuji_dawn,Rs Fuji Dawn,60,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,76,4,29,77,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (29); it may only look alive in one special lighting condition.
monolithic,Specials,rs_gashadokuro_moon,Rs Gashadokuro Moon,59,D,Hard Rework,mixed,true,80,5,26,62,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
monolithic,Specials,rs_geisha_whisper,Rs Geisha Whisper,58,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,75,4,13,91,97,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_hakuryu_ice,Rs Hakuryu Ice,62,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,76,4,30,91,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (30); it may only look alive in one special lighting condition.
monolithic,Specials,rs_hyakki_parade,Rs Hyakki Parade,60,D,Hard Rework,mixed,true,89,5,13,76,95,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_hydrangea_mist,Rs Hydrangea Mist,57,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,76,4,15,75,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (15); it may only look alive in one special lighting condition.
monolithic,Specials,rs_indigo_tsunami,Rs Indigo Tsunami,57,D,Hard Rework,mixed,true,76,4,16,76,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (16); it may only look alive in one special lighting condition.
monolithic,Specials,rs_iris_rain,Rs Iris Rain,59,D,Hard Rework,mixed,true,76,4,17,92,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (17); it may only look alive in one special lighting condition.
monolithic,Specials,rs_jorogumo_silk,Rs Jorogumo Silk,62,D,Hard Rework,mixed,true,82,4,26,92,80,255,240,237,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
monolithic,Specials,rs_kabuki_inferno,Rs Kabuki Inferno,57,D,Hard Rework,mixed,true,83,4,14,61,95,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (14); it may only look alive in one special lighting condition.
monolithic,Specials,rs_kaido_chrome_bloom,Rs Kaido Chrome Bloom,59,D,Hard Rework,mixed,true,73,4,26,75,94,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
monolithic,Specials,rs_kinpaku_blaze,Rs Kinpaku Blaze,56,D,Hard Rework,mixed,true,64,4,15,92,50,249,240,226,100,0,rebalance-practical-sim-lighting,Living score is 64; the finish is not changing enough across light angles.
monolithic,Specials,rs_kintsugi_moon,Rs Kintsugi Moon,57,D,Hard Rework,mixed,true,69,4,14,92,73,255,240,239,100,0,rebalance-practical-sim-lighting,Living score is 69; the finish is not changing enough across light angles.
monolithic,Specials,rs_kitsune_ember,Rs Kitsune Ember,60,D,Hard Rework,mixed,true,82,4,13,92,91,255,240,208,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_koi_ascension,Rs Koi Ascension,60,D,Hard Rework,mixed,true,72,4,27,92,82,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (27); it may only look alive in one special lighting condition.
monolithic,Specials,rs_koi_pond_bloom,Rs Koi Pond Bloom,59,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,76,4,15,91,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (15); it may only look alive in one special lighting condition.
monolithic,Specials,rs_kuro_dragon,Rs Kuro Dragon,63,D,Hard Rework,mixed,true,86,10,26,76,95,255,240,235,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
monolithic,Specials,rs_kurogane_rain,Rs Kurogane Rain,60,D,Hard Rework,mixed,true,82,4,13,90,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_kyoto_lantern,Rs Kyoto Lantern,56,D,Hard Rework,mixed,true,73,4,13,76,100,255,240,202,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_lotus_reverie,Rs Lotus Reverie,57,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,76,4,14,76,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (14); it may only look alive in one special lighting condition.
monolithic,Specials,rs_matcha_ceremony,Rs Matcha Ceremony,59,D,Hard Rework,mixed,true,79,4,13,90,100,255,240,238,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_mikan_pearl,Rs Mikan Pearl,55,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,69,4,15,92,100,141,176,239,0,0,rebalance-practical-sim-lighting,Living score is 69; the finish is not changing enough across light angles.
monolithic,Specials,rs_nure_onna_tide,Rs Nure Onna Tide,55,D,Hard Rework,heroBand,true,76,4,13,64,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_oni_bloodshift,Rs Oni Bloodshift,55,D,Hard Rework,mixed,true,78,4,13,62,76,255,240,229,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_oni_nocturne,Rs Oni Nocturne,58,D,Hard Rework,mixed,true,84,17,13,48,63,255,240,219,100,0,rebalance-practical-sim-lighting,Angle spread is weak (48); too much of the finish wakes up from only one direction.
monolithic,Specials,rs_peony_festival,Rs Peony Festival,59,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,76,4,15,93,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (15); it may only look alive in one special lighting condition.
monolithic,Specials,rs_plum_blossom_dawn,Rs Plum Blossom Dawn,57,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,76,4,16,77,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (16); it may only look alive in one special lighting condition.
monolithic,Specials,rs_rising_sun_flare,Rs Rising Sun Flare,61,D,Hard Rework,mixed,true,72,4,28,93,83,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (28); it may only look alive in one special lighting condition.
monolithic,Specials,rs_ryokucha_scroll,Rs Ryokucha Scroll,64,D,Hard Rework,mixed,true,85,21,26,75,95,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
monolithic,Specials,rs_sakura_cascade,Rs Sakura Cascade,59,D,Provisional Rework - proof/intent review required before forcing material rewrite,mixed,true,76,4,15,91,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (15); it may only look alive in one special lighting condition.
monolithic,Specials,rs_sakura_storm,Rs Sakura Storm,57,D,Hard Rework,mixed,true,76,4,14,76,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (14); it may only look alive in one special lighting condition.
monolithic,Specials,rs_shibuya_pulse,Rs Shibuya Pulse,57,D,Hard Rework,heroBand,true,84,4,13,63,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_sumi_eclipse,Rs Sumi Eclipse,57,D,Hard Rework,mixed,true,80,4,13,73,93,255,240,236,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_temple_gold,Rs Temple Gold,57,D,Hard Rework,mixed,true,68,4,15,95,66,255,240,239,100,0,rebalance-practical-sim-lighting,Living score is 68; the finish is not changing enough across light angles.
monolithic,Specials,rs_tengu_storm,Rs Tengu Storm,60,D,Hard Rework,mixed,true,86,4,26,62,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
monolithic,Specials,rs_thunder_dragon,Rs Thunder Dragon,57,D,Hard Rework,mixed,true,85,4,13,62,100,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (13); it may only look alive in one special lighting condition.
monolithic,Specials,rs_time_attack_grid_shock,Rs Time Attack Grid Shock,54,D,Hard Rework,mixed,true,78,4,13,49,75,255,240,239,100,0,rebalance-practical-sim-lighting,Angle spread is weak (49); too much of the finish wakes up from only one direction.
monolithic,Specials,rs_touge_apex,Rs Touge Apex,59,D,Hard Rework,mixed,true,82,4,26,62,87,255,240,239,100,0,rebalance-practical-sim-lighting,Practical sim flash is low (26); it may only look alive in one special lighting condition.
